Probability_Failed,Actual_Result,>0.3
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.4727804059911088,0,
0,1,
0.6428508925793522,1,TRUE
0.8696082073763607,0,
0,1,
0.6667302680893512,0,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.8731517742495625,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.932749826,0,
0.6832864347394796,0,
0,1,
0,1,
0,1,
0.6584440987224263,0,
0,1,
0,1,
0.17230358918540908,0,
0,1,
0.6268968630972078,0,
0.8731517742495625,0,
0,1,
0.932749826,0,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.932749826,0,
0.6428508925793522,1,TRUE
0.754800682,0,
0.7242959509886131,0,
0.6428508925793522,1,TRUE
0,1,
0.8277187336522018,0,
0.6428508925793522,1,TRUE
0.6832864347394796,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.7239835797767902,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8662471500153965,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8333905558957746,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.754800682,0,
0.8333905558957746,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.932749826,0,
0.6428508925793522,1,TRUE
0.8423853387438193,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.754800682,0,
0,1,
0.932749826,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.7931799,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.932749826,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.932749826,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8826150977597537,0,
0,1,
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.5748002666758881,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.932749826,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8731517742495625,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.932749826,0,
0.8696082073763607,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.978560533,0,
0,1,
0,1,
0,1,
0.8277187336522018,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.7391033951658126,0,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.9267960571851858,0,
0,1,
0,1,
0.932749826,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,0,
0.6428508925793522,1,TRUE
0,1,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8085349845516652,0,
0.8731517742495625,0,
0.6584440987224263,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.6428508925793522,1,TRUE
0,1,
0.754800682,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.932749826,0,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8696082073763607,0,
0.8731517742495625,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8333905558957746,0,
0.8085349845516652,0,
0,1,
0.6428508925793522,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.7150468213961934,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8731517742495625,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.8696082073763607,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.754800682,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.8535619999999979,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6521545194890735,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8333905558957746,0,
0,1,
0.8085349845516652,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8826150977597537,0,
0,1,
0.8731517742495625,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8535619999999979,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6227472070854888,0,
0,1,
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0.6268968630972078,0,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.932749826,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8277187336522018,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6591812999176763,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6832864347394796,0,
0,1,
0.8900566733572649,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.8085349845516652,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.8157588075143122,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6832864347394796,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.8277187336522018,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.754800682,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.932749826,0,
0,1,
0,1,
0,1,
0,1,
0.968192816,0,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.932749826,0,
0.7391033951658126,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.754800682,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.7517495589270282,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.5938615801206023,0,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8085349845516652,0,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0.8333905558957746,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6268968630972078,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,0,
0.782197262,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.6227472070854888,0,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.703214999,0,
0.754800682,0,
0,1,
0,1,
0.7239835797767902,0,
0.8826150977597537,0,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,0,
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0.7597174582924606,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.8696082073763607,0,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.5748002666758881,0,
0,1,
0,1,
0,1,
0.6268968630972078,0,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.8423853387438193,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.624818918,0,
0.6428508925793522,1,TRUE
0,1,
0.8333905558957746,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.8333905558957746,0,
0,1,
0.6428508925793522,1,TRUE
0.8333905558957746,0,
0,1,
0,1,
0.8696082073763607,0,
0.6428508925793522,1,TRUE
0.754800682,0,
0.8333905558957746,0,
0,1,
0,1,
0,1,
0.9837329858235176,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8085349845516652,0,
0,1,
0.932749826,0,
0,1,
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0,1,
0.8234171112651394,0,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6832864347394796,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.8537124840269539,0,
0.6521545194890735,0,
0.6428508925793522,1,TRUE
0,1,
0.7784050272241853,0,
0.6428508925793522,1,TRUE
0.6883218717198243,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8277187336522018,0,
0,1,
0,1,
0.6584440987224263,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6451441474908388,0,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.9380621569870995,0,
0.8696082073763607,0,
0.932749826,0,
0,1,
0,1,
0.932749826,0,
0,1,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.6451441474908388,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.782763399,0,
0,1,
0,1,
0,1,
0,1,
0,1,
0.932749826,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.8696082073763607,0,
0.9846430541485492,0,
0,1,
0.8731517742495625,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.9553020116200902,0,
0.6832864347394796,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.754800682,0,
0,1,
0.9267960571851858,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.9846430541485492,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.8277187336522018,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6602040721615984,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.754800682,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.9068951951956776,0,
0.8277187336522018,0,
0,1,
0.6346950947966533,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.7242959509886131,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.9848369527095145,0,
0,1,
0,1,
0.8731517742495625,0,
0.8696082073763607,0,
0.6428508925793522,1,TRUE
0.7150468213961934,0,
0,1,
0.6428508925793522,1,TRUE
0.8731517742495625,0,
0,1,
0,1,
0.5938615801206023,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6832864347394796,0,
0.6428508925793522,1,TRUE
0,1,
0.8731517742495625,0,
0,1,
0.7784050272241853,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8696082073763607,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.9420813017595847,0,
0,1,
0,1,
0,1,
0.7391033951658126,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.43730989160523337,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.8367860631963505,0,
0,1,
0.932749826,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.754800682,0,
0.8696082073763607,0,
0.9639314699819631,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.5930339036513231,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0.932749826,0,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.6428508925793522,1,TRUE
0.5553647964417583,0,
0,1,
0.6832864347394796,0,
0.6268968630972078,0,
0.8423853387438193,0,
0,1,
0,1,
0,1,
0.7150468213961934,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.754800682,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.8731517742495625,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6832864347394796,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.754800682,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6832864347394796,0,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.8696082073763607,0,
0,1,
0,1,
0.8333905558957746,0,
0,1,
0.6428508925793522,1,TRUE
0.8085349845516652,0,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.932749826,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.8696082073763607,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0.9167361194645411,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.932749826,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0,1,
0.782197262,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.8277187336522018,0,
0,1,
0,1,
0.8731517742495625,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.30956936896682735,0,
0,1,
0.6428508925793522,1,TRUE
0.782763399,0,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.39307410900463446,0,
0.782197262,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6227472070854888,0,
0.6428508925793522,1,TRUE
0.8826150977597537,0,
0,1,
0,1,
0.8333905558957746,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.7445339390355156,0,
0,1,
0,1,
0.9859381212259479,0,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6451441474908388,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6451441474908388,0,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.8367860631963505,0,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,0,
0.8696082073763607,0,
0,1,
0,1,
0.8696082073763607,0,
0.8731517742495625,0,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.8085349845516652,0,
0,1,
0,1,
0.8731517742495625,0,
0,1,
0,1,
0.8696082073763607,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.8696082073763607,0,
0,1,
0.6428508925793522,1,TRUE
0.8085349845516652,0,
0,1,
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.8157588075143122,0,
0,1,
0,1,
0,1,
0,1,
0.6779237435021358,0,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
0,1,
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6268968630972078,0,
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0.6428508925793522,1,TRUE
0,1,
0.6428508925793522,1,TRUE
0,1,
